"","id","neighbourhood_cleansed","latitude","longitude","room_type","accommodates","price","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable"
"14810",40592557,"Mid-City",34.05211,-118.37288,"Private room",2,"$89.00",TRUE,125,4.98,4.99,4.99,5,4.98,4.93,4.91,FALSE
"14811",40658974,"Santa Monica",34.00772,-118.48303,"Entire home/apt",3,"$305.00",TRUE,101,5,5,4.98,5,5,4.98,4.89,FALSE
"14812",40489361,"Pasadena",34.16219,-118.17774,"Entire home/apt",4,"$500.00",TRUE,11,5,5,4.64,5,5,5,4.91,FALSE
"14813",40505215,"Redondo Beach",33.88501,-118.37192,"Private room",4,"$140.00",FALSE,13,4.23,4.77,4.54,4.54,4.85,4.69,4.31,FALSE
"14814",40506990,"Toluca Lake",34.16307,-118.36113,"Entire home/apt",4,"$230.00",TRUE,70,4.97,4.97,4.97,4.97,4.99,4.9,4.89,FALSE
"14815",40507680,"Sherman Oaks",34.16696,-118.46753,"Shared room",2,"$79.00",FALSE,1,1,1,1,1,1,1,1,FALSE
"14816",40659923,"Gardena",33.89269,-118.30592,"Entire home/apt",7,"$270.00",TRUE,108,4.73,4.82,4.64,4.9,4.91,4.81,4.71,FALSE
"14817",40595783,"Mid-City",34.04806,-118.352,"Entire home/apt",6,"$145.00",TRUE,1,5,5,5,5,5,5,5,FALSE
"14818",40596229,"Mar Vista",34.00414,-118.42464,"Private room",2,"$80.00",TRUE,7,5,5,5,5,5,5,4.86,FALSE
"14819",40599199,"El Monte",34.06186,-118.02995,"Private room",2,"$38.00",TRUE,3,4,4.33,5,4,3.67,3.67,5,TRUE
"14820",40599408,"Marina del Rey",33.97018,-118.45458,"Entire home/apt",4,"$100.00",TRUE,4,5,5,5,5,5,5,5,FALSE
"14821",40661927,"Rosemead",34.07837,-118.0639,"Private room",2,"$70.00",TRUE,22,4.95,4.91,4.82,4.95,4.95,4.86,4.91,FALSE
"14822",40600846,"Long Beach",33.76717,-118.17214,"Entire home/apt",5,"$219.00",TRUE,125,4.96,4.98,4.96,4.98,5,4.9,4.93,FALSE
"14823",40671898,"Altadena",34.18348,-118.15694,"Entire home/apt",2,"$90.00",TRUE,56,4.8,4.96,4.89,5,4.8,4.88,4.84,TRUE
"14824",40674906,"East Pasadena",34.1358,-118.07482,"Entire home/apt",2,"$79.00",TRUE,14,4.64,4.93,4.5,5,4.93,5,4.64,FALSE
"14825",40507748,"Long Beach",33.76269,-118.1496,"Entire home/apt",2,"$150.00",TRUE,70,4.91,4.96,4.97,4.97,4.97,4.91,4.87,FALSE
"14826",40507915,"Torrance",33.82716,-118.36353,"Private room",1,"$60.00",TRUE,7,5,5,5,5,5,5,5,TRUE
"14827",40511951,"Hollywood",34.0971,-118.33936,"Entire home/apt",3,"$143.00",FALSE,4,4.75,5,5,5,5,4.75,4.75,FALSE
"14828",40512337,"Monterey Park",34.06924,-118.13515,"Entire home/apt",6,"$517.00",TRUE,7,4.71,5,4.86,5,5,4.86,4.14,TRUE
"14829",40766613,"Redondo Beach",33.84073,-118.39095,"Entire home/apt",2,"$100.00",FALSE,7,4.33,4.67,4.17,4.33,4.33,4.83,4.5,FALSE
"14830",40675948,"Beverly Hills",34.06498,-118.40189,"Entire home/apt",2,"$258.00",TRUE,39,5,4.97,4.97,4.97,4.97,5,4.97,FALSE
"14831",40601789,"Hollywood",34.09561,-118.33681,"Entire home/apt",3,"$79.00",TRUE,27,4.37,4.7,4.59,4.59,4.7,4.89,4.56,FALSE
"14832",40676920,"East Hollywood",34.09574,-118.29683,"Entire home/apt",2,"$500.00",TRUE,1,3,1,4,5,5,5,3,FALSE
"14833",40677607,"Eagle Rock",34.13494,-118.18709,"Entire home/apt",6,"$375.00",TRUE,2,5,5,5,5,5,5,5,FALSE
"14834",40776736,"Downtown",34.0517621889703,-118.245781743417,"Private room",1,"$48.00",TRUE,1,5,5,5,5,5,5,5,FALSE
"14835",40608708,"Culver City",34.00201,-118.41773,"Private room",1,"$75.00",TRUE,1,1,1,1,1,1,1,1,FALSE
"14836",40679795,"Hyde Park",33.99332,-118.32637,"Entire home/apt",4,"$179.00",TRUE,28,5,5,4.93,5,5,4.86,4.89,TRUE
"14837",40609464,"Glendale",34.16821,-118.25564,"Entire home/apt",2,"$198.00",TRUE,6,5,5,5,5,5,5,5,FALSE
"14838",40611208,"Hyde Park",33.99258,-118.32711,"Entire home/apt",2,"$48.00",TRUE,12,4.58,4.67,4.58,5,5,4.92,4.58,FALSE
"14839",40778850,"Santa Monica",34.01484,-118.4783,"Entire home/apt",2,"$155.00",TRUE,54,4.54,4.8,4.57,4.81,4.7,4.83,4.48,TRUE
"14840",40780962,"Los Feliz",34.10178,-118.30621,"Private room",2,"$96.00",FALSE,5,5,5,5,5,5,5,4.8,FALSE
"14841",40614357,"Hollywood Hills",34.12209,-118.34674,"Entire home/apt",2,"$295.00",TRUE,55,4.85,4.85,4.8,5,4.85,4.98,4.71,FALSE
"14842",40680269,"Montebello",34.01427,-118.1216,"Entire home/apt",2,"$90.00",TRUE,46,4.91,4.89,4.89,4.93,4.98,4.91,4.87,TRUE
"14843",40616809,"Topanga",34.04396,-118.56875,"Entire home/apt",5,"$388.00",TRUE,72,4.74,4.85,4.86,4.79,4.9,4.89,4.68,FALSE
"14844",40619025,"Beverly Hills",34.07594,-118.39077,"Entire home/apt",4,"$300.00",TRUE,18,4.61,4.72,4.94,4.5,4.61,4.89,4.39,FALSE
"14845",40783927,"Hollywood Hills",34.13122,-118.35224,"Entire home/apt",12,"$520.00",TRUE,69,4.78,4.72,4.87,4.81,4.83,4.9,4.71,FALSE
"14846",40784353,"Brentwood",34.08383,-118.50263,"Entire home/apt",12,"$5,000.00",TRUE,1,5,5,5,5,5,5,4,FALSE
"14847",40686740,"Palmdale",34.59594,-118.17836,"Entire home/apt",8,"$199.00",TRUE,28,4.79,4.86,4.57,4.93,4.89,5,4.86,FALSE
"14848",40620594,"Long Beach",33.8172,-118.20085,"Entire home/apt",3,"$118.00",TRUE,44,4.89,4.89,4.84,4.93,4.98,4.93,4.91,FALSE
"14849",40621754,"Burbank",34.16253,-118.30749,"Entire home/apt",1,"$65.00",TRUE,7,5,5,5,5,5,5,4.86,TRUE
"14850",40786680,"Del Rey",33.99631,-118.42264,"Entire home/apt",4,"$105.00",TRUE,4,5,4.75,4.75,5,5,5,4.75,FALSE
"14851",40920857,"Hollywood",34.08762,-118.32462,"Private room",2,"$120.00",TRUE,11,4.36,4.55,3.91,4.45,4.55,4.73,4.36,TRUE
"14852",40786690,"Hollywood Hills West",34.1072,-118.34733,"Entire home/apt",6,"$400.00",TRUE,14,4.79,4.71,4.5,4.86,4.93,4.93,4.71,TRUE
"14853",40920971,"Rowland Heights",33.97246,-117.91271,"Private room",2,"$56.00",TRUE,10,4.5,4.6,4.5,4.6,4.6,4.5,4.5,TRUE
"14854",40699206,"Torrance",33.8347,-118.34053,"Entire home/apt",2,"$122.00",TRUE,117,4.91,4.93,4.9,4.97,4.91,4.95,4.87,FALSE
"14855",40700609,"Long Beach",33.77505,-118.17163,"Entire home/apt",2,"$100.00",TRUE,72,4.73,4.69,4.68,4.94,4.9,4.61,4.63,FALSE
"14856",40702476,"North Hollywood",34.1567,-118.37537,"Private room",1,"$57.00",TRUE,10,4.89,5,4.89,5,5,4.89,4.67,FALSE
"14857",40704077,"Burbank",34.16091,-118.344,"Entire home/apt",4,"$165.00",TRUE,2,3.5,4,3,5,5,4.5,4,TRUE
"14858",40704964,"Universal City",34.13556,-118.34576,"Private room",4,"$125.00",TRUE,7,4.29,4.43,4.43,4.43,4.43,4.57,4.29,TRUE
"14859",40705847,"Hollywood",34.10294,-118.3453,"Entire home/apt",3,"$160.00",TRUE,3,5,5,5,4.33,5,4.67,5,FALSE
"14860",40787614,"East Los Angeles",34.0318,-118.1835,"Entire home/apt",2,"$72.00",FALSE,50,4.7,4.72,4.82,4.9,4.66,4.68,4.84,FALSE
"14861",40791233,"Woodland Hills",34.16482,-118.59834,"Entire home/apt",10,"$815.00",TRUE,29,4.9,4.86,4.79,5,4.93,4.86,4.69,FALSE
"14862",40800604,"Glendale",34.14661,-118.25236,"Entire home/apt",4,"$280.00",TRUE,3,5,4.67,5,5,5,5,4.67,FALSE
"14863",40802271,"Echo Park",34.07636,-118.25344,"Entire home/apt",5,"$120.00",FALSE,9,4.88,4.88,5,5,5,4.63,4.75,FALSE
"14864",40923791,"Fairfax",34.08544,-118.35346,"Entire home/apt",13,"$2,242.00",TRUE,11,5,5,5,5,5,5,5,FALSE
"14865",40924366,"Beverly Grove",34.07278,-118.39023,"Entire home/apt",5,"$200.00",TRUE,3,5,5,5,5,5,5,5,TRUE
"14866",40927138,"Westwood",34.05248,-118.44311,"Entire home/apt",4,"$168.00",TRUE,7,4.43,4.29,4.71,4.43,4.86,4.43,4.29,FALSE
"14867",40806872,"Chatsworth",34.25728,-118.63132,"Entire home/apt",12,"$1,393.00",TRUE,91,4.97,4.9,4.93,4.98,5,4.95,4.89,FALSE
"14868",40710663,"San Pedro",33.73142,-118.30539,"Entire home/apt",6,"$219.00",TRUE,118,4.97,4.97,4.97,4.97,5,4.97,4.87,FALSE
"14869",40711809,"Rosemead",34.07851,-118.06388,"Private room",2,"$45.00",TRUE,6,4.83,4.83,4.83,4.83,5,4.67,4.83,FALSE
"14870",40714302,"Reseda",34.20979,-118.53946,"Private room",1,"$102.00",FALSE,1,5,4,4,5,5,5,5,FALSE
"14871",40807298,"Hollywood",34.09206,-118.33712,"Entire home/apt",2,"$180.00",TRUE,173,4.87,4.91,4.8,4.98,4.97,4.9,4.8,TRUE
"14872",40928797,"Long Beach",33.82202,-118.17853,"Entire home/apt",2,"$84.00",TRUE,16,5,5,5,4.94,5,5,5,TRUE
"14873",40929836,"Northridge",34.22427,-118.54454,"Private room",2,"$64.00",TRUE,10,4.9,5,5,5,5,4.8,5,FALSE
"14874",40811455,"Lake Balboa",34.20217,-118.51681,"Private room",1,"$42.00",TRUE,9,4.78,4.78,4.89,4.89,4.89,4.78,4.56,TRUE
"14875",40819357,"Koreatown",34.05571,-118.30266,"Private room",2,"$47.00",TRUE,4,4.75,4.25,4.5,5,5,4.75,4,FALSE
"14876",40820176,"Torrance",33.86836,-118.35041,"Entire home/apt",6,"$160.00",FALSE,13,4.58,5,4.5,5,5,4.75,4.92,FALSE
"14877",40727372,"Culver City",33.99456,-118.44418,"Private room",3,"$199.00",TRUE,67,4.94,4.93,4.9,4.99,5,4.97,4.85,FALSE
"14878",40731365,"Westlake",34.07101,-118.26811,"Entire home/apt",2,"$99.00",TRUE,6,4.83,5,5,5,5,5,5,TRUE
"14879",40934542,"Sawtelle",34.04173,-118.45922,"Entire home/apt",5,"$280.00",FALSE,1,5,5,5,5,5,5,5,FALSE
"14880",40822597,"Exposition Park",34.01931,-118.29778,"Private room",2,"$70.00",TRUE,3,5,5,4,4.33,4.67,5,5,FALSE
"14881",40941095,"Hollywood",34.09845,-118.31637,"Entire home/apt",1,"$89.00",FALSE,1,3,4,4,5,5,4,3,FALSE
"14882",40733014,"View Park-Windsor Hills",34.00203,-118.33831,"Entire home/apt",4,"$165.00",TRUE,5,5,4.8,5,4.8,5,5,4.8,FALSE
"14883",40733549,"Westwood",34.06275,-118.4429,"Entire home/apt",6,"$385.00",TRUE,4,5,5,5,4.5,4.75,5,5,FALSE
"14884",40941617,"Beverly Crest",34.105431,-118.446175,"Entire home/apt",2,"$170.00",TRUE,1,5,5,5,5,5,5,5,TRUE
"14885",40733945,"Arcadia",34.10983,-118.01732,"Entire home/apt",5,"$245.00",TRUE,22,4.14,4.32,4.14,4.55,4.05,4.41,4.14,TRUE
"14886",40734845,"Glendale",34.14218,-118.24899,"Entire home/apt",2,"$100.00",TRUE,11,4.27,4.45,4.09,4.36,4.73,4.64,4.45,FALSE
"14887",40822838,"Woodland Hills",34.17157,-118.62011,"Entire home/apt",2,"$110.00",TRUE,9,5,5,5,5,5,5,4.89,FALSE
"14888",40822862,"Hollywood",34.09049,-118.32828,"Entire home/apt",1,"$51.00",TRUE,8,4.88,4.25,4.88,5,5,5,4.38,FALSE
"14889",40825500,"Hollywood Hills",34.10889,-118.33949,"Entire home/apt",12,"$745.00",TRUE,2,5,4,5,5,5,5,5,FALSE
"14890",40825714,"Baldwin Hills/Crenshaw",34.02433,-118.36167,"Private room",1,"$120.00",TRUE,2,5,5,5,4.5,5,5,5,FALSE
"14891",40826350,"Torrance",33.83256,-118.31522,"Shared room",1,"$35.00",TRUE,6,4.83,4.83,4.33,4.83,5,4.83,5,FALSE
"14892",40837307,"Long Beach",33.77083,-118.17802,"Private room",1,"$100.00",TRUE,8,4.38,4.5,4.38,5,4.75,4.5,4.38,FALSE
"14893",40840106,"Rowland Heights",33.99328,-117.88567,"Private room",2,"$55.00",TRUE,63,4.57,4.65,4.52,4.87,4.71,4.7,4.6,TRUE
"14894",40944337,"Venice",33.99175,-118.47568,"Entire home/apt",7,"$414.00",TRUE,89,4.49,4.51,4.39,4.67,4.6,4.66,4.44,FALSE
"14895",40947341,"La Mirada",33.8992,-118.01764,"Private room",2,"$69.00",TRUE,6,5,4.83,5,5,5,5,5,TRUE
"14896",40950441,"Alhambra",34.08161,-118.12099,"Entire home/apt",4,"$179.00",TRUE,32,4.78,4.84,4.75,4.78,4.91,4.88,4.56,TRUE
"14897",40739276,"Studio City",34.15027,-118.37089,"Private room",1,"$45.00",FALSE,3,5,5,5,5,5,5,5,FALSE
"14898",40952671,"Glendale",34.13842,-118.23993,"Entire home/apt",3,"$121.00",TRUE,117,4.9,4.92,4.97,4.97,4.99,4.92,4.86,TRUE
"14899",40841624,"Eagle Rock",34.12013,-118.21469,"Entire home/apt",3,"$266.00",TRUE,43,4.88,4.95,4.93,4.95,4.91,4.91,4.81,TRUE
"14900",40953101,"Brentwood",34.08111,-118.48754,"Entire home/apt",2,"$215.00",TRUE,14,5,5,5,5,5,5,4.93,FALSE
"14901",40842631,"North Hollywood",34.16684,-118.36871,"Entire home/apt",10,"$284.00",TRUE,2,4,4.5,4,4,5,4,3.5,FALSE
"14902",40954342,"Mid-Wilshire",34.05449,-118.35961,"Entire home/apt",4,"$168.00",TRUE,39,4.82,4.92,4.9,4.85,4.67,4.87,4.74,FALSE
"14903",40966065,"Altadena",34.19301,-118.11429,"Entire home/apt",3,"$118.00",TRUE,101,4.88,4.95,4.81,4.99,4.98,4.97,4.89,FALSE
"14904",40842773,"Rowland Heights",33.98627,-117.90334,"Private room",2,"$46.00",FALSE,4,4.5,4.25,5,5,5,5,4.5,FALSE
"14905",40845745,"Beverly Crest",34.11512,-118.39125,"Entire home/apt",2,"$275.00",TRUE,60,5,5,5,5,5,4.98,4.93,FALSE
"14906",40847878,"Gardena",33.90176,-118.30194,"Private room",1,"$37.00",TRUE,2,5,5,5,5,5,5,5,FALSE
"14907",40739880,"Beverlywood",34.0382,-118.3944,"Entire home/apt",2,"$80.00",TRUE,75,4.84,4.91,4.93,4.96,4.87,4.92,4.81,TRUE
"14908",40750082,"Santa Monica",34.00772,-118.48303,"Entire home/apt",2,"$281.00",TRUE,116,4.98,4.96,4.99,4.99,4.98,4.98,4.9,FALSE
"14909",40967401,"Lomita",33.79442,-118.31227,"Entire home/apt",4,"$145.00",TRUE,1,5,5,5,5,5,5,5,FALSE
"14910",40969449,"Boyle Heights",34.04541,-118.21265,"Entire home/apt",2,"$79.00",TRUE,36,4.83,4.94,4.72,5,4.83,4.72,4.61,TRUE
"14911",40970588,"Koreatown",34.05572,-118.30305,"Private room",2,"$93.00",TRUE,2,5,5,5,5,5,5,4.5,FALSE
"14912",40848119,"Gardena",33.89949,-118.30035,"Private room",1,"$35.00",TRUE,4,3.75,4.5,4.5,4.5,3.5,3,4.5,FALSE
"14913",40971909,"Lancaster",34.67139,-118.18858,"Private room",1,"$36.00",TRUE,83,4.87,4.89,4.84,4.92,4.93,4.94,4.96,FALSE
"14914",40861228,"Rowland Heights",33.96977,-117.90563,"Private room",1,"$46.00",TRUE,15,4.47,4.47,4.53,4.73,4.73,5,4.67,FALSE
"14915",40753466,"Glendale",34.17464,-118.27155,"Entire home/apt",3,"$286.00",TRUE,47,4.98,4.98,4.98,4.98,4.98,5,4.98,FALSE
"14916",40753952,"Mid-Wilshire",34.04993,-118.34189,"Entire home/apt",2,"$135.00",TRUE,5,5,5,4.6,5,5,4.8,5,FALSE
"14917",40973098,"Lancaster",34.67279,-118.18993,"Private room",1,"$36.00",TRUE,59,4.78,4.86,4.8,4.85,4.9,4.92,4.88,FALSE
"14918",40755552,"Sherman Oaks",34.146214,-118.450317,"Entire home/apt",6,"$299.00",TRUE,153,4.73,4.76,4.72,4.88,4.83,4.93,4.71,FALSE
"14919",40974109,"Alhambra",34.09922,-118.12641,"Entire home/apt",4,"$179.00",TRUE,44,4.66,4.73,4.75,4.77,4.82,4.64,4.57,FALSE
"14920",40861354,"Compton",33.91506,-118.24292,"Entire home/apt",6,"$250.00",TRUE,57,4.68,4.81,4.35,4.91,4.89,4.74,4.67,TRUE
"14921",40861420,"Rowland Heights",33.97034,-117.90495,"Private room",2,"$61.00",TRUE,2,4,4.5,4,5,5,4,2.5,FALSE
"14922",40866059,"Sherman Oaks",34.16333,-118.46261,"Entire home/apt",3,"$105.00",TRUE,53,4.87,4.94,4.85,4.96,4.98,4.94,4.94,FALSE
"14923",40868947,"Northridge",34.23185,-118.52663,"Entire home/apt",4,"$133.00",FALSE,5,3.8,4.6,4.8,4.2,4,4.4,4.2,FALSE
"14924",40870141,"San Gabriel",34.08015,-118.10269,"Entire home/apt",8,"$254.00",TRUE,74,4.93,4.9,5,5,5,5,4.8,FALSE
"14925",40974542,"Gardena",33.90172,-118.30037,"Private room",1,"$37.00",TRUE,6,4.17,4.17,4.5,4.67,4.67,4.17,4.33,FALSE
"14926",40976158,"Beverly Hills",34.06317,-118.37792,"Entire home/apt",2,"$166.00",TRUE,202,4.99,4.99,4.97,4.99,4.98,4.98,4.9,TRUE
"14927",40976303,"East San Gabriel",34.12295,-118.06122,"Entire home/apt",8,"$170.00",TRUE,42,4.74,4.81,4.69,5,4.98,4.9,4.69,TRUE
"14928",40757947,"Sawtelle",34.03864,-118.45891,"Entire home/apt",3,"$75.00",TRUE,3,3.67,4.33,3,5,5,5,4.33,FALSE
"14929",40762517,"Long Beach",33.76339,-118.14676,"Entire home/apt",3,"$100.00",TRUE,10,4.8,4.9,4.8,4.9,5,5,4.8,TRUE
"14930",40977030,"Sawtelle",34.03667,-118.45791,"Private room",1,"$43.00",TRUE,2,4,4,3.5,5,5,4.5,4,TRUE
"14931",40763293,"Rowland Heights",33.96986,-117.90371,"Private room",1,"$46.00",TRUE,6,5,5,5,5,5,5,5,FALSE
"14932",40871376,"South San Jose Hills",34.01484,-117.91625,"Entire home/apt",4,"$140.00",TRUE,69,4.7,4.77,4.83,4.87,4.8,4.54,4.67,TRUE
"14933",40978231,"Rowland Heights",33.99278,-117.8837,"Private room",2,"$58.00",TRUE,26,4.19,4.38,4.08,4.65,4.42,4.35,4.27,TRUE
"14934",40875434,"Hollywood",34.09698,-118.3398,"Entire home/apt",2,"$250.00",TRUE,57,4.86,4.91,4.68,4.95,4.89,4.91,4.77,TRUE
"14935",40875562,"Beverly Hills",34.06356,-118.3759,"Entire home/apt",4,"$211.00",TRUE,20,4.9,4.5,4.9,4.9,4.8,4.9,4.7,FALSE
"14936",40875866,"Beverly Hills",34.06184,-118.37401,"Entire home/apt",4,"$234.00",TRUE,2,4.5,4.5,5,4.5,5,5,4.5,FALSE
"14937",40893799,"Los Feliz",34.10691,-118.29886,"Entire home/apt",1,"$92.00",TRUE,4,4.75,4.75,5,5,5,5,4.5,FALSE
"14938",40894582,"Venice",33.99589,-118.46539,"Entire home/apt",6,"$336.00",TRUE,52,4.5,4.63,4.44,4.88,4.77,4.92,4.31,FALSE
"14939",40979584,"Lancaster",34.65631,-118.24787,"Private room",1,"$60.00",TRUE,7,5,5,5,5,5,5,5,FALSE
"14940",40764016,"Pasadena",34.16907,-118.14576,"Entire home/apt",6,"$130.00",TRUE,180,4.77,4.86,4.77,4.93,4.97,4.78,4.83,TRUE
"14941",40985214,"Pasadena",34.14503,-118.11385,"Private room",2,"$62.00",TRUE,4,5,4.75,4.25,5,5,5,4.75,FALSE
"14942",40764960,"Venice",33.99303,-118.47825,"Private room",2,"$99.00",TRUE,7,4.43,4.57,4.29,4.29,4.57,4.71,4.43,FALSE
"14943",40765407,"Long Beach",33.75856,-118.13265,"Entire home/apt",3,"$120.00",TRUE,5,4.8,4.8,4.6,5,5,4.8,4.6,FALSE
"14944",41029789,"Long Beach",33.78047,-118.17514,"Entire home/apt",4,"$193.00",TRUE,130,4.62,4.68,4.51,4.87,4.9,4.27,4.43,FALSE
"14945",40894865,"Westlake",34.06097,-118.25929,"Private room",2,"$75.00",TRUE,4,3.5,4.25,3.5,3.75,3.75,5,3.25,TRUE
"14946",40895981,"Monterey Park",34.06798,-118.13371,"Entire home/apt",5,"$367.00",TRUE,9,4.89,5,4.89,4.89,5,5,4.78,TRUE
"14947",40896782,"West Los Angeles",34.05503,-118.42593,"Entire home/apt",6,"$244.00",TRUE,2,5,5,5,5,5,5,5,FALSE
"14948",40901290,"Sherman Oaks",34.1707,-118.4411,"Entire home/apt",4,"$139.00",TRUE,2,5,5,5,5,5,5,5,FALSE
"14949",40986153,"Rowland Heights",33.97778,-117.90449,"Private room",2,"$55.00",TRUE,14,4.43,4.43,4.79,4.57,4.43,4.64,4.5,FALSE
"14950",40917449,"Marina del Rey",33.97952,-118.45918,"Entire home/apt",6,"$225.00",FALSE,1,5,5,4,5,5,5,5,FALSE
"14951",41031167,"Temple City",34.11799,-118.07291,"Private room",2,"$120.00",TRUE,2,4.5,4.5,5,5,5,5,4.5,FALSE
"14952",41031633,"Beverly Grove",34.07247,-118.38134,"Entire home/apt",5,"$260.00",TRUE,7,4.71,4.71,5,4.86,5,5,4.86,TRUE
"14953",41032249,"Hollywood Hills",34.11728,-118.32018,"Entire home/apt",4,"$159.00",TRUE,7,5,4.71,5,5,5,5,4.57,FALSE
"14954",41035504,"Artesia",33.87961,-118.07618,"Private room",3,"$50.00",TRUE,7,5,5,4.71,5,5,5,4.86,FALSE
"14955",40989174,"Hawthorne",33.92873,-118.3498,"Private room",2,"$74.00",TRUE,4,5,5,4.75,5,5,5,5,FALSE
"14956",40918694,"Glendale",34.14608,-118.2431,"Entire home/apt",2,"$115.00",TRUE,126,4.67,4.75,4.52,4.9,4.91,4.89,4.69,TRUE
"14957",40918847,"Watts",33.93757,-118.23438,"Shared room",1,"$13.00",TRUE,2,5,5,4.5,4.5,5,4.5,5,FALSE
"14958",40920652,"Torrance",33.83144,-118.31445,"Shared room",1,"$35.00",TRUE,11,4.36,4.64,4.55,4.73,4.64,4.91,4.55,FALSE
"14959",40990559,"Reseda",34.21941,-118.52926,"Entire home/apt",12,"$299.00",TRUE,38,4.37,4.42,4.21,4.87,4.68,4.82,4.5,TRUE
"14960",40990634,"Mid-City",34.04772,-118.36742,"Entire home/apt",3,"$141.00",TRUE,85,4.8,4.72,4.67,4.94,4.94,4.87,4.68,TRUE
"14961",41042677,"Sawtelle",34.03553,-118.45951,"Entire home/apt",2,"$125.00",TRUE,7,5,5,5,5,5,5,5,FALSE
"14962",41046129,"Santa Monica",34.02379,-118.50442,"Entire home/apt",2,"$130.00",TRUE,5,5,5,5,5,5,4.8,5,TRUE
"14963",41046321,"Santa Monica",34.02379,-118.50267,"Entire home/apt",2,"$131.00",TRUE,8,4.75,4.88,4.75,5,5,5,4.38,TRUE
"14964",41047069,"West Hollywood",34.09176,-118.34886,"Entire home/apt",2,"$130.00",TRUE,4,5,5,5,5,5,5,5,FALSE
"14965",41048433,"Downtown",34.04474,-118.25566,"Entire home/apt",3,"$120.00",TRUE,24,4.46,4.5,4.42,4.5,4.79,4.71,4.33,TRUE
"14966",40991848,"Lancaster",34.67236,-118.18983,"Private room",2,"$41.00",TRUE,85,4.68,4.76,4.62,4.78,4.85,4.8,4.78,FALSE
"14967",40991987,"Lancaster",34.67272,-118.19008,"Private room",2,"$36.00",TRUE,34,4.74,4.88,4.65,4.94,4.94,4.91,4.94,FALSE
"14968",40992052,"Lancaster",34.67177,-118.18841,"Private room",2,"$52.00",TRUE,59,4.76,4.81,4.75,4.85,4.85,4.8,4.88,FALSE
"14969",41147446,"Venice",34.0001,-118.46501,"Entire home/apt",7,"$450.00",TRUE,52,4.83,4.83,4.85,4.79,4.81,4.87,4.54,FALSE
"14970",40992164,"Lancaster",34.67142,-118.19039,"Private room",2,"$41.00",TRUE,87,4.79,4.87,4.8,4.87,4.89,4.83,4.86,FALSE
"14971",40992258,"Lancaster",34.6726,-118.19053,"Private room",2,"$36.00",TRUE,66,4.79,4.94,4.77,4.92,4.88,4.97,4.88,FALSE
"14972",40992341,"Lancaster",34.6731,-118.18991,"Private room",2,"$36.00",TRUE,59,4.78,4.78,4.83,4.75,4.8,4.93,4.81,FALSE
"14973",40993175,"Arcadia",34.12406,-118.06205,"Entire home/apt",8,"$170.00",TRUE,60,4.78,4.87,4.8,4.85,4.92,4.9,4.85,TRUE
"14974",40994288,"Downtown",34.06109,-118.24629,"Entire home/apt",4,"$175.00",FALSE,4,4,4,4.75,4,4.25,5,3.5,FALSE
"14975",40997067,"Westlake",34.0548,-118.27875,"Entire home/apt",2,"$75.00",FALSE,6,5,5,4.83,5,5,4.83,4.67,FALSE
"14976",41002165,"Long Beach",33.78875,-118.15783,"Private room",4,"$150.00",TRUE,37,4.57,4.65,4.43,4.84,4.68,4.51,4.46,FALSE
"14977",41004329,"Monrovia",34.15493,-118.0115,"Private room",2,"$134.00",TRUE,18,5,5,4.89,4.94,5,4.94,5,TRUE
"14978",41150056,"Compton",33.88129,-118.2153,"Private room",2,"$81.00",TRUE,25,4.96,4.88,4.8,4.88,5,4.8,4.8,FALSE
"14979",41152224,"Long Beach",33.76806,-118.14395,"Entire home/apt",4,"$201.00",TRUE,11,4.91,5,4.82,5,4.91,5,5,FALSE
"14980",41153276,"Santa Monica",34.03307,-118.48131,"Entire home/apt",2,"$122.00",TRUE,8,4.88,5,4.75,4.88,5,4.88,4.63,TRUE
"14981",41154484,"North Hollywood",34.16557,-118.35762,"Private room",3,"$51.00",TRUE,3,5,5,5,5,5,5,5,FALSE
"14982",41155390,"Rowland Heights",33.98415,-117.90854,"Private room",3,"$79.00",TRUE,101,4.95,4.97,4.98,4.98,4.95,4.94,4.94,FALSE
"14983",41159083,"Walnut",34.00892,-117.86342,"Private room",2,"$55.00",TRUE,19,4.58,4.84,4.58,4.79,4.68,4.84,4.84,FALSE
"14984",41159668,"Rancho Palos Verdes",33.74848,-118.30958,"Private room",3,"$85.00",TRUE,41,4.8,4.76,4.83,4.8,4.9,4.66,4.88,FALSE
"14985",41171360,"West Hills",34.19522,-118.64018,"Shared room",6,"$279.00",TRUE,14,4.93,4.86,5,4.93,5,4.79,4.93,FALSE
"14986",41172925,"Pico-Robertson",34.05701,-118.38381,"Entire home/apt",3,"$250.00",FALSE,1,5,5,5,5,5,5,5,FALSE
"14987",41049716,"Alhambra",34.08181,-118.11972,"Private room",1,"$45.00",TRUE,7,4.29,4.57,4.71,4.71,4.14,4.71,4.29,FALSE
"14988",41051119,"Rowland Heights",33.97701,-117.92095,"Private room",5,"$107.00",TRUE,67,4.72,4.82,4.63,4.96,4.91,4.85,4.78,FALSE
"14989",41176073,"Los Feliz",34.10823,-118.29754,"Entire home/apt",6,"$324.00",TRUE,4,5,5,4.75,5,5,5,4.5,TRUE
